pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,image.started,fixation.stopped,image.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Col1.JPG,0,0,0,12,0.38595787493977696,,0.05781791696790606,0.38595787493977696,0.504554291954264,0.8805195420281962,2.014796167029999,1.991221125004813,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col3.JPG,0,1,1,14,2.014796167029999,,1.9918241249397397,2.014796167029999,2.5001302500022575,2.5071130419382825,4.035567292012274,3.991660541971214,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col11.JPG,0,2,2,21,4.035567292012274,,3.9922063329722732,4.035567292012274,4.500534249935299,4.53146349999588,6.020398041931912,5.9913916669320315,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw8.JPG,0,3,3,7,6.020398041931912,,5.991961000021547,6.020398041931912,6.499980207998306,6.514947374933399,8.01762412500102,7.991681708022952,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw12.JPG,0,4,4,11,8.01762412500102,,7.992171874968335,8.01762412500102,8.49977008299902,8.514936874969862,10.027362833032385,9.991925208014436,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col4.JPG,0,5,5,15,10.027362833032385,,9.992459542001598,10.027362833032385,10.50012629199773,10.524359500035644,12.014171874965541,11.991927457973361,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col12.JPG,0,6,6,22,12.014171874965541,,11.992506082984619,12.014171874965541,12.500895375036635,12.509580416954122,14.017387041938491,13.991932166973129,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw2.JPG,0,7,7,1,14.017387041938491,,13.992546124965884,14.017387041938491,14.501004874939099,14.507776416954584,16.014078208012506,15.991874458035454,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col8.JPG,0,8,8,18,16.014078208012506,,15.9923710830044,16.014078208012506,16.50008995796088,16.506913332967088,18.016275667003356,17.992176624946296,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col2.JPG,0,9,9,13,18.016275667003356,,17.99285645794589,18.016275667003356,18.50003579200711,18.507196167018265,20.02930249995552,19.983276291983202,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw7.JPG,0,10,10,6,20.02930249995552,,19.98380599997472,20.02930249995552,20.500084458035417,20.524553125025705,22.012444416992366,21.991947207949124,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw5.JPG,0,11,11,4,22.012444416992366,,21.992510791984387,22.012444416992366,22.501385499956086,22.509019542019814,24.01826262497343,23.991818332928233,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw9.JPG,0,12,12,8,24.01826262497343,,23.9924177499488,24.01826262497343,24.501045958022587,24.508001292007975,26.028086832957342,25.992230125004426,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw4.JPG,0,13,13,3,26.028086832957342,,25.992840291932225,26.028086832957342,26.50078704196494,26.52472912496887,28.023665291955695,27.992381750023924,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Bnw6.JPG,0,14,14,5,28.023665291955695,,27.992960582952946,28.023665291955695,28.500314416945912,28.515139875002205,30.025345125002787,29.983567583025433,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
Col9.JPG,0,15,15,19,30.025345125002787,,29.984126457944512,30.025345125002787,30.50132349994965,30.51643924997188,,31.992196375038475,900630,001,2023-11-27_15h22.27.127,experiment,2023.2.2,None,2023-11-27 15h22.35.143627 +0530,
,,,,,,,31.992718957946636,,,,,,,,,,,,,
