trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,thisRow.t,notes,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.06298425002023578,,,,,,,,
