7.1868 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.6926 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

8.6942 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8d65956b20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8d65956ac0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8d65956910>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8d73b5d0d0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7025 	EXP 	window1: mouseVisible = True
8.7025 	EXP 	window1: backgroundImage = ''
8.7026 	EXP 	window1: backgroundFit = 'none'
8.7065 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.7066 	EXP 	window1: recordFrameIntervals = False
8.7932 	EXP 	window1: recordFrameIntervals = True
9.6259 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.6298 	EXP 	window1: mouseVisible = False
13.1222 	EXP 	experiment: status = STARTED
13.1289 	EXP 	window1: mouseVisible = True
13.1339 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.1371 	EXP 	window1: mouseVisible = True
13.1689 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.2, 0.9]), texRes=128.0, units='height', win=Window(...))
0.0552 	EXP 	Imported color_images.xlsx as conditions, 23 conditions, 1 params
0.0576 	EXP 	Created sequence: random, trialTypes=23, nReps=1, seed=None
0.0578 	EXP 	New trial (rep=0, index=0): {'pic': 'Col1.JPG'}
0.3860 	WARNING 	t of last frame was 348.54ms (=1/2)
0.3860 	EXP 	image: image = 'Col1.JPG'
0.3860 	EXP 	fixation: autoDraw = True
0.5046 	EXP 	image: autoDraw = True
0.8805 	EXP 	fixation: autoDraw = False
1.9918 	EXP 	New trial (rep=0, index=1): {'pic': 'Col3.JPG'}
2.0148 	WARNING 	t of last frame was 24.37ms (=1/41)
2.0148 	EXP 	image: autoDraw = False
2.0148 	EXP 	fixation: autoDraw = False
2.0148 	EXP 	image: autoDraw = False
2.0148 	EXP 	image: image = 'Col3.JPG'
2.0148 	EXP 	fixation: autoDraw = True
2.2638 	WARNING 	t of last frame was 39.74ms (=1/25)
2.5001 	EXP 	image: autoDraw = True
2.5071 	EXP 	fixation: autoDraw = False
3.9922 	EXP 	New trial (rep=0, index=2): {'pic': 'Col11.JPG'}
4.0356 	WARNING 	t of last frame was 44.55ms (=1/22)
4.0356 	EXP 	image: autoDraw = False
4.0356 	EXP 	fixation: autoDraw = False
4.0356 	EXP 	image: autoDraw = False
4.0356 	EXP 	image: image = 'Col11.JPG'
4.0356 	EXP 	fixation: autoDraw = True
4.5005 	EXP 	image: autoDraw = True
4.5315 	EXP 	fixation: autoDraw = False
5.9919 	EXP 	New trial (rep=0, index=3): {'pic': 'Bnw8.JPG'}
6.0205 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
6.0204 	EXP 	image: autoDraw = False
6.0204 	EXP 	fixation: autoDraw = False
6.0204 	EXP 	image: autoDraw = False
6.0204 	EXP 	image: image = 'Bnw8.JPG'
6.0204 	EXP 	fixation: autoDraw = True
6.5000 	EXP 	image: autoDraw = True
6.5149 	EXP 	fixation: autoDraw = False
7.9921 	EXP 	New trial (rep=0, index=4): {'pic': 'Bnw12.JPG'}
8.0176 	EXP 	image: autoDraw = False
8.0176 	EXP 	fixation: autoDraw = False
8.0176 	EXP 	image: autoDraw = False
8.0176 	EXP 	image: image = 'Bnw12.JPG'
8.0176 	EXP 	fixation: autoDraw = True
8.4998 	EXP 	image: autoDraw = True
8.5149 	EXP 	fixation: autoDraw = False
9.9924 	EXP 	New trial (rep=0, index=5): {'pic': 'Col4.JPG'}
10.0274 	EXP 	image: autoDraw = False
10.0274 	EXP 	fixation: autoDraw = False
10.0274 	EXP 	image: autoDraw = False
10.0274 	EXP 	image: image = 'Col4.JPG'
10.0274 	EXP 	fixation: autoDraw = True
10.5001 	EXP 	image: autoDraw = True
10.5244 	EXP 	fixation: autoDraw = False
11.9925 	EXP 	New trial (rep=0, index=6): {'pic': 'Col12.JPG'}
12.0142 	EXP 	image: autoDraw = False
12.0142 	EXP 	fixation: autoDraw = False
12.0142 	EXP 	image: autoDraw = False
12.0142 	EXP 	image: image = 'Col12.JPG'
12.0142 	EXP 	fixation: autoDraw = True
12.5009 	EXP 	image: autoDraw = True
12.5096 	EXP 	fixation: autoDraw = False
13.9925 	EXP 	New trial (rep=0, index=7): {'pic': 'Bnw2.JPG'}
14.0174 	EXP 	image: autoDraw = False
14.0174 	EXP 	fixation: autoDraw = False
14.0174 	EXP 	image: autoDraw = False
14.0174 	EXP 	image: image = 'Bnw2.JPG'
14.0174 	EXP 	fixation: autoDraw = True
14.5010 	EXP 	image: autoDraw = True
14.5078 	EXP 	fixation: autoDraw = False
15.9923 	EXP 	New trial (rep=0, index=8): {'pic': 'Col8.JPG'}
16.0141 	EXP 	image: autoDraw = False
16.0141 	EXP 	fixation: autoDraw = False
16.0141 	EXP 	image: autoDraw = False
16.0141 	EXP 	image: image = 'Col8.JPG'
16.0141 	EXP 	fixation: autoDraw = True
16.5001 	EXP 	image: autoDraw = True
16.5069 	EXP 	fixation: autoDraw = False
17.9928 	EXP 	New trial (rep=0, index=9): {'pic': 'Col2.JPG'}
18.0163 	EXP 	image: autoDraw = False
18.0163 	EXP 	fixation: autoDraw = False
18.0163 	EXP 	image: autoDraw = False
18.0163 	EXP 	image: image = 'Col2.JPG'
18.0163 	EXP 	fixation: autoDraw = True
18.5000 	EXP 	image: autoDraw = True
18.5072 	EXP 	fixation: autoDraw = False
19.9838 	EXP 	New trial (rep=0, index=10): {'pic': 'Bnw7.JPG'}
20.0293 	EXP 	image: autoDraw = False
20.0293 	EXP 	fixation: autoDraw = False
20.0293 	EXP 	image: autoDraw = False
20.0293 	EXP 	image: image = 'Bnw7.JPG'
20.0293 	EXP 	fixation: autoDraw = True
20.5001 	EXP 	image: autoDraw = True
20.5246 	EXP 	fixation: autoDraw = False
21.9925 	EXP 	New trial (rep=0, index=11): {'pic': 'Bnw5.JPG'}
22.0124 	EXP 	image: autoDraw = False
22.0124 	EXP 	fixation: autoDraw = False
22.0124 	EXP 	image: autoDraw = False
22.0124 	EXP 	image: image = 'Bnw5.JPG'
22.0124 	EXP 	fixation: autoDraw = True
22.5014 	EXP 	image: autoDraw = True
22.5090 	EXP 	fixation: autoDraw = False
23.9924 	EXP 	New trial (rep=0, index=12): {'pic': 'Bnw9.JPG'}
24.0183 	EXP 	image: autoDraw = False
24.0183 	EXP 	fixation: autoDraw = False
24.0183 	EXP 	image: autoDraw = False
24.0183 	EXP 	image: image = 'Bnw9.JPG'
24.0183 	EXP 	fixation: autoDraw = True
24.5010 	EXP 	image: autoDraw = True
24.5080 	EXP 	fixation: autoDraw = False
25.9928 	EXP 	New trial (rep=0, index=13): {'pic': 'Bnw4.JPG'}
26.0281 	EXP 	image: autoDraw = False
26.0281 	EXP 	fixation: autoDraw = False
26.0281 	EXP 	image: autoDraw = False
26.0281 	EXP 	image: image = 'Bnw4.JPG'
